"feature","frequency","rank","docfreq","group"
"stylized",1,16464,1,"all"
"imac",1,16464,1,"all"
"bradstreet",1,16464,1,"all"
"seabees",1,16464,1,"all"
"68-year-old",1,16464,1,"all"
"krull",1,16464,1,"all"
"strayed",1,16464,1,"all"
"szkotak",1,16464,1,"all"
"horticulture",1,16464,1,"all"
"high-resolution",1,16464,1,"all"
"petiole",1,16464,1,"all"
"nora",1,16464,1,"all"
"loechel",1,16464,1,"all"
"44-year-old",1,16464,1,"all"
"lugar",1,16464,1,"all"
"pence",1,16464,1,"all"
"hoosier",1,16464,1,"all"
"pence's",1,16464,1,"all"
"favored",1,16464,1,"all"
"volkswagen",1,16464,1,"all"
"ag's",1,16464,1,"all"
"audi",1,16464,1,"all"
"deasy's",1,16464,1,"all"
"runner's",1,16464,1,"all"
"khalifa",1,16464,1,"all"
"pore",1,16464,1,"all"
"wahlstrom",1,16464,1,"all"
"maltzan",1,16464,1,"all"
"sinuous",1,16464,1,"all"
"interweaving",1,16464,1,"all"
"forté",1,16464,1,"all"
"mingle",1,16464,1,"all"
"gustafson",1,16464,1,"all"
"firsts",1,16464,1,"all"
"fifths",1,16464,1,"all"
"forgetful",1,16464,1,"all"
"melding",1,16464,1,"all"
"øjawbone",1,16464,1,"all"
"desmond",1,16464,1,"all"
"howard’s",1,16464,1,"all"
"dion",1,16464,1,"all"
"nutt",1,16464,1,"all"
"fuentes",1,16464,1,"all"
"just-published",1,16464,1,"all"
"schoolhouse",1,16464,1,"all"
"jailhouse",1,16464,1,"all"
"mcclatchy-tribune",1,16464,1,"all"
"emeritus",1,16464,1,"all"
"chester",1,16464,1,"all"
"lenni-lenape",1,16464,1,"all"
"scholarly",1,16464,1,"all"
"obstetrician",1,16464,1,"all"
"gynecologist",1,16464,1,"all"
"osborn",1,16464,1,"all"
"rathskeller",1,16464,1,"all"
"biergarten",1,16464,1,"all"
"athenaeum",1,16464,1,"all"
"pino",1,16464,1,"all"
"chitchatting",1,16464,1,"all"
"dispensing",1,16464,1,"all"
"chillicothe",1,16464,1,"all"
"romping",1,16464,1,"all"
"charcoal-colored",1,16464,1,"all"
"angie's",1,16464,1,"all"
"litzenberger",1,16464,1,"all"
"class-action",1,16464,1,"all"
"wellington’s",1,16464,1,"all"
"marred",1,16464,1,"all"
"next-to-last",1,16464,1,"all"
"hangnail",1,16464,1,"all"
"nicklaus",1,16464,1,"all"
"buffaloes",1,16464,1,"all"
"break-ups",1,16464,1,"all"
"buick's",1,16464,1,"all"
"adaptive",1,16464,1,"all"
"power-steering",1,16464,1,"all"
"stiffens",1,16464,1,"all"
"higher-effort",1,16464,1,"all"
"four-inch",1,16464,1,"all"
"subpoenaed",1,16464,1,"all"
"schrunk",1,16464,1,"all"
"tangle",1,16464,1,"all"
"r-o'fallon",1,16464,1,"all"
"constituents",1,16464,1,"all"
"hard-boiled",1,16464,1,"all"
"barner",1,16464,1,"all"
"barner's",1,16464,1,"all"
"pummeling",1,16464,1,"all"
"bargains",1,16464,1,"all"
"sale's",1,16464,1,"all"
"fairbanks",1,16464,1,"all"
"wyo",1,16464,1,"all"
"cumbersome",1,16464,1,"all"
"edmunds",1,16464,1,"all"
"high-rolling",1,16464,1,"all"
"eight-digit",1,16464,1,"all"
"greeting",1,16464,1,"all"
"righthanded",1,16464,1,"all"
"linebrink",1,16464,1,"all"
"apprehension",1,16464,1,"all"
"regrets",1,16464,1,"all"
"krater",1,16464,1,"all"
"border-state",1,16464,1,"all"
"unmanned",1,16464,1,"all"
"dake",1,16464,1,"all"
"frontier",1,16464,1,"all"
"home-based",1,16464,1,"all"
"martyn",1,16464,1,"all"
"intertwined",1,16464,1,"all"
"courtrooms",1,16464,1,"all"
"center-left",1,16464,1,"all"
"kadima",1,16464,1,"all"
"yesh",1,16464,1,"all"
"atid",1,16464,1,"all"
"likud",1,16464,1,"all"
"goerner",1,16464,1,"all"
"øon",1,16464,1,"all"
"blow-out",1,16464,1,"all"
"ijustine",1,16464,1,"all"
"ezarik",1,16464,1,"all"
"mysteryguitarman",1,16464,1,"all"
"penna",1,16464,1,"all"
"receding",1,16464,1,"all"
"digiralomo",1,16464,1,"all"
"spurring",1,16464,1,"all"
"entr'acte",1,16464,1,"all"
"schubert's",1,16464,1,"all"
"rosamunde",1,16464,1,"all"
"belshazzar's",1,16464,1,"all"
"sibelius",1,16464,1,"all"
"nourishing",1,16464,1,"all"
"monday-thursday",1,16464,1,"all"
"calipari",1,16464,1,"all"
"squire",1,16464,1,"all"
"rivieras",1,16464,1,"all"
"damsels",1,16464,1,"all"
"franzen's",1,16464,1,"all"
"greta",1,16464,1,"all"
"gerwig",1,16464,1,"all"
"drugstore's",1,16464,1,"all"
"street-level",1,16464,1,"all"
"footprint",1,16464,1,"all"
"100-seat",1,16464,1,"all"
"bielema",1,16464,1,"all"
"timeouts",1,16464,1,"all"
"last-second",1,16464,1,"all"
"almirola",1,16464,1,"all"
"62nd",1,16464,1,"all"
"mild-mannered",1,16464,1,"all"
"slums",1,16464,1,"all"
"calcutta",1,16464,1,"all"
"ruffalo",1,16464,1,"all"
"portrayers",1,16464,1,"all"
"alignments",1,16464,1,"all"
"julianne",1,16464,1,"all"
"minimizing",1,16464,1,"all"
"one-woman",1,16464,1,"all"
"proclivity",1,16464,1,"all"
"juninho",1,16464,1,"all"
"2-3-0",1,16464,1,"all"
"two-game",1,16464,1,"all"
"nighty",1,16464,1,"all"
"adworableee",1,16464,1,"all"
"zynga",1,16464,1,"all"
"holdem",1,16464,1,"all"
"frontierville",1,16464,1,"all"
"transmitting",1,16464,1,"all"
"outbreaks",1,16464,1,"all"
"deserts",1,16464,1,"all"
"well-researched",1,16464,1,"all"
"nudges",1,16464,1,"all"
"leeds",1,16464,1,"all"
"frothy",1,16464,1,"all"
"unreality",1,16464,1,"all"
"staggering",1,16464,1,"all"
"self-absorbed",1,16464,1,"all"
"military-commission",1,16464,1,"all"
"resonates",1,16464,1,"all"
"hawai'i",1,16464,1,"all"
"kaua'i",1,16464,1,"all"
"tokyo's",1,16464,1,"all"
"haneda",1,16464,1,"all"
"seoul's",1,16464,1,"all"
"incheon",1,16464,1,"all"
"trash-to-treasure",1,16464,1,"all"
"storey",1,16464,1,"all"
"grummer",1,16464,1,"all"
"bane",1,16464,1,"all"
"tacked",1,16464,1,"all"
"liddi",1,16464,1,"all"
"no-tech",1,16464,1,"all"
"montario",1,16464,1,"all"
"hardesty",1,16464,1,"all"
"hillis",1,16464,1,"all"
"mistakenly",1,16464,1,"all"
"blood-thinner",1,16464,1,"all"
"heparin",1,16464,1,"all"
"cedars-sinai",1,16464,1,"all"
"limited-government",1,16464,1,"all"
"anti-transit",1,16464,1,"all"
"operational",1,16464,1,"all"
"shinseki",1,16464,1,"all"
"nicer",1,16464,1,"all"
"ana's",1,16464,1,"all"
"inflammatory",1,16464,1,"all"
"cochran",1,16464,1,"all"
"harpending",1,16464,1,"all"
"adamson's",1,16464,1,"all"
"synergetic",1,16464,1,"all"
"bay's",1,16464,1,"all"
"sheats",1,16464,1,"all"
"late-19th-century",1,16464,1,"all"
"convincingly",1,16464,1,"all"
"pleated",1,16464,1,"all"
"mcalpine",1,16464,1,"all"
"cautioned",1,16464,1,"all"
"resident's",1,16464,1,"all"
"forks",1,16464,1,"all"
"corks",1,16464,1,"all"
"sarasota",1,16464,1,"all"
"world-class",1,16464,1,"all"
"kick-off",1,16464,1,"all"
"soiree",1,16464,1,"all"
"prolong",1,16464,1,"all"
"saccacio",1,16464,1,"all"
"realtytrac's",1,16464,1,"all"
"diego-style",1,16464,1,"all"
"pico",1,16464,1,"all"
"yogurt-ranch",1,16464,1,"all"
"recently-enacted",1,16464,1,"all"
"decontrol",1,16464,1,"all"
"resley",1,16464,1,"all"
"11-2",1,16464,1,"all"
"7-2",1,16464,1,"all"
"2-11",1,16464,1,"all"
"duchesne",1,16464,1,"all"
"solicit",1,16464,1,"all"
"austin's",1,16464,1,"all"
"presley",1,16464,1,"all"
"regalia",1,16464,1,"all"
"daugherty's",1,16464,1,"all"
"perzel",1,16464,1,"all"
"destitute",1,16464,1,"all"
"freeholders",1,16464,1,"all"
"oversaw",1,16464,1,"all"
"parlavecchio",1,16464,1,"all"
"triple-digit",1,16464,1,"all"
"megaupload",1,16464,1,"all"
"pirated",1,16464,1,"all"
"ashburn",1,16464,1,"all"
"lb",1,16464,1,"all"
"book’s",1,16464,1,"all"
"wendy’s",1,16464,1,"all"
"plover",1,16464,1,"all"
"nesters",1,16464,1,"all"
"off-ramp",1,16464,1,"all"
"sincerity",1,16464,1,"all"
"foreign-policy",1,16464,1,"all"
"misinformation",1,16464,1,"all"
"enmity",1,16464,1,"all"
"re-check",1,16464,1,"all"
"rosters",1,16464,1,"all"
"must-win",1,16464,1,"all"
"symposium",1,16464,1,"all"
"tao",1,16464,1,"all"
"keynoter",1,16464,1,"all"
"tchong",1,16464,1,"all"
"overtaken",1,16464,1,"all"
"nell",1,16464,1,"all"
"weller",1,16464,1,"all"
"chuzzlewit",1,16464,1,"all"
"micawber",1,16464,1,"all"
"uproarious",1,16464,1,"all"
"incisive",1,16464,1,"all"
"quarrelsome",1,16464,1,"all"
"travails",1,16464,1,"all"
"journeys",1,16464,1,"all"
"devastatingly",1,16464,1,"all"
"understaffing",1,16464,1,"all"
"dispatchers",1,16464,1,"all"
"10-hour",1,16464,1,"all"
"soligenix’s",1,16464,1,"all"
"samah",1,16464,1,"all"
"three-vehicle",1,16464,1,"all"
"camry",1,16464,1,"all"
"samah's",1,16464,1,"all"
"sweeper",1,16464,1,"all"
"keating",1,16464,1,"all"
"kurz",1,16464,1,"all"
"pinching",1,16464,1,"all"
"siuc",1,16464,1,"all"
"ivon",1,16464,1,"all"
"cannella",1,16464,1,"all"
"79th",1,16464,1,"all"
"buker",1,16464,1,"all"
"unkind",1,16464,1,"all"
"bully's",1,16464,1,"all"
"trezza’s",1,16464,1,"all"
"solicitors",1,16464,1,"all"
"øbig",1,16464,1,"all"
"unduplicated",1,16464,1,"all"
"defendant's",1,16464,1,"all"
"rajaratnam",1,16464,1,"all"
"wiretaps",1,16464,1,"all"
"coaxing",1,16464,1,"all"
"tipsters",1,16464,1,"all"
"impressionists",1,16464,1,"all"
"sisley",1,16464,1,"all"
"pissarro",1,16464,1,"all"
"bronzes",1,16464,1,"all"
"auguste",1,16464,1,"all"
"rodin",1,16464,1,"all"
"giacometti-who",1,16464,1,"all"
"221b",1,16464,1,"all"
"odder",1,16464,1,"all"
"precursors",1,16464,1,"all"
"cumberbatch",1,16464,1,"all"
"cold-shutting",1,16464,1,"all"
"bor-ing",1,16464,1,"all"
"ransacking",1,16464,1,"all"
"symchowicz",1,16464,1,"all"
"livingston",1,16464,1,"all"
"interned",1,16464,1,"all"
"volvo's",1,16464,1,"all"
"xc60",1,16464,1,"all"
"horace",1,16464,1,"all"
"05-7",1,16464,1,"all"
"niyala",1,16464,1,"all"
"45-8",1,16464,1,"all"
"10-8",1,16464,1,"all"
"15-9",1,16464,1,"all"
"lmi",1,16464,1,"all"
"aerospace's",1,16464,1,"all"
"aerostructures",1,16464,1,"all"
"deq",1,16464,1,"all"
"ray's",1,16464,1,"all"
"rinde",1,16464,1,"all"
"eckert’s",1,16464,1,"all"
"moby-dick",1,16464,1,"all"
"premiered",1,16464,1,"all"
"racked",1,16464,1,"all"
"policy-heavy",1,16464,1,"all"
"unaltered",1,16464,1,"all"
"half-dozen",1,16464,1,"all"
"nondurable",1,16464,1,"all"
"80-year-old",1,16464,1,"all"
"moored",1,16464,1,"all"
"anchorage",1,16464,1,"all"
"wilmington",1,16464,1,"all"
"off-road",1,16464,1,"all"
"theodore's",1,16464,1,"all"
"pitfalls",1,16464,1,"all"
"soba",1,16464,1,"all"
"buckwheat",1,16464,1,"all"
"gluten-free",1,16464,1,"all"
"theodore",1,16464,1,"all"
"gummy",1,16464,1,"all"
"book-based",1,16464,1,"all"
"winsett",1,16464,1,"all"
"subculture",1,16464,1,"all"
"binder",1,16464,1,"all"
"chsaa",1,16464,1,"all"
"norie",1,16464,1,"all"
"hard-pressed",1,16464,1,"all"
"resurgence",1,16464,1,"all"
"zero-percent",1,16464,1,"all"
"cranking",1,16464,1,"all"
"curtail",1,16464,1,"all"
"depicted",1,16464,1,"all"
"coombs",1,16464,1,"all"
"manning's",1,16464,1,"all"
"adamson",1,16464,1,"all"
"maimed",1,16464,1,"all"
"woolcott",1,16464,1,"all"
"nandina",1,16464,1,"all"
"omega-3",1,16464,1,"all"
"docosahexaenoic",1,16464,1,"all"
"eicosapentaenoic",1,16464,1,"all"
"underscores",1,16464,1,"all"
"1976-77",1,16464,1,"all"
"loveland",1,16464,1,"all"
"plummeted",1,16464,1,"all"
"platten",1,16464,1,"all"
"rumblings",1,16464,1,"all"
"fancies",1,16464,1,"all"
"marines",1,16464,1,"all"
"dishonor",1,16464,1,"all"
"unwittingly",1,16464,1,"all"
"ramekin",1,16464,1,"all"
"steamer",1,16464,1,"all"
"10-16",1,16464,1,"all"
"jiggle",1,16464,1,"all"
"aik",1,16464,1,"all"
"guiltless",1,16464,1,"all"
"ddr",1,16464,1,"all"
"less-sterling",1,16464,1,"all"
"xenia",1,16464,1,"all"
"cellex-c",1,16464,1,"all"
"auriemma",1,16464,1,"all"
"cliched",1,16464,1,"all"
"splitting",1,16464,1,"all"
"reverted",1,16464,1,"all"
"insurers",1,16464,1,"all"
"ahrre’s",1,16464,1,"all"
"roastery",1,16464,1,"all"
"elm",1,16464,1,"all"
"enthusiastically",1,16464,1,"all"
"alto-based",1,16464,1,"all"
"advocating",1,16464,1,"all"
"lanctot",1,16464,1,"all"
"sophomoric",1,16464,1,"all"
"simple-minded",1,16464,1,"all"
"charmed",1,16464,1,"all"
"middle-aged",1,16464,1,"all"
"consoling",1,16464,1,"all"
"courteous",1,16464,1,"all"
"calatrava",1,16464,1,"all"
"mcghee",1,16464,1,"all"
"callahan",1,16464,1,"all"
"tallied",1,16464,1,"all"
"3-pointers",1,16464,1,"all"
"lannisters",1,16464,1,"all"
"myrcella",1,16464,1,"all"
"harm's",1,16464,1,"all"
"drama's",1,16464,1,"all"
"vongerichten’s",1,16464,1,"all"
"vongerichten",1,16464,1,"all"
"1-gallon",1,16464,1,"all"
"jean-georges",1,16464,1,"all"
"sheehan",1,16464,1,"all"
"billiard",1,16464,1,"all"
"mosconi",1,16464,1,"all"
"five-rail",1,16464,1,"all"
"french-vietnamese",1,16464,1,"all"
"six-",1,16464,1,"all"
"seven-hour",1,16464,1,"all"
"suppressants",1,16464,1,"all"
"greentree",1,16464,1,"all"
"navneet",1,16464,1,"all"
"kaur",1,16464,1,"all"
"travelcenters",1,16464,1,"all"
"richest",1,16464,1,"all"
"wealthier",1,16464,1,"all"
"whitmore",1,16464,1,"all"
"oaks",1,16464,1,"all"
"oswalt",1,16464,1,"all"
"phillies",1,16464,1,"all"
"buffett's",1,16464,1,"all"
"125-unit",1,16464,1,"all"
"lorenz",1,16464,1,"all"
"brackets",1,16464,1,"all"
"allege",1,16464,1,"all"
"falsely",1,16464,1,"all"
"terpening",1,16464,1,"all"
"disposing",1,16464,1,"all"
"obstructing",1,16464,1,"all"
"welcome-home",1,16464,1,"all"
"uncertainly",1,16464,1,"all"
"harbaugh",1,16464,1,"all"
"trost",1,16464,1,"all"
"scherer",1,16464,1,"all"
"sowell",1,16464,1,"all"
"country-folk",1,16464,1,"all"
"maddy",1,16464,1,"all"
"tabor’s",1,16464,1,"all"
"vocalists",1,16464,1,"all"
"wryly",1,16464,1,"all"
"reinterpreted",1,16464,1,"all"
"chestnuts",1,16464,1,"all"
"burnett",1,16464,1,"all"
"traditionalist",1,16464,1,"all"
"bona",1,16464,1,"all"
"fides",1,16464,1,"all"
"unimpeachable",1,16464,1,"all"
"dhillon",1,16464,1,"all"
"corprew",1,16464,1,"all"
"handgun",1,16464,1,"all"
"iis",1,16464,1,"all"
"hezbollah",1,16464,1,"all"
"peeve",1,16464,1,"all"
"slapping",1,16464,1,"all"
"silliman",1,16464,1,"all"
"sinai",1,16464,1,"all"
"donzelli",1,16464,1,"all"
"effervescence",1,16464,1,"all"
"amusements",1,16464,1,"all"
"ironies",1,16464,1,"all"
"issa",1,16464,1,"all"
"r-vista",1,16464,1,"all"
"redacted",1,16464,1,"all"
"walther",1,16464,1,"all"
"off-speed",1,16464,1,"all"
"swisher",1,16464,1,"all"
"buck-toothed",1,16464,1,"all"
"vivendi",1,16464,1,"all"
"czar's",1,16464,1,"all"
"pogroms",1,16464,1,"all"
"middie",1,16464,1,"all"
"sutter",1,16464,1,"all"
"sophomores",1,16464,1,"all"
"shovlain",1,16464,1,"all"
"christened",1,16464,1,"all"
"umbc's",1,16464,1,"all"
"70th",1,16464,1,"all"
"doolittle's",1,16464,1,"all"
"commemorated",1,16464,1,"all"
"hornet",1,16464,1,"all"
"rigor",1,16464,1,"all"
"allman",1,16464,1,"all"
"ignited",1,16464,1,"all"
"afro-wearing",1,16464,1,"all"
"fist-bumping",1,16464,1,"all"
"geary",1,16464,1,"all"
"mackenzie's",1,16464,1,"all"
"minus-15",1,16464,1,"all"
"birdied",1,16464,1,"all"
"pars",1,16464,1,"all"
"sarnat",1,16464,1,"all"
"deformities",1,16464,1,"all"
"detroit's",1,16464,1,"all"
"delmon",1,16464,1,"all"
"seven-day",1,16464,1,"all"
"withstood",1,16464,1,"all"
"mp3s",1,16464,1,"all"
"amico",1,16464,1,"all"
"heavy-handed",1,16464,1,"all"
"armani-ed",1,16464,1,"all"
"moussed",1,16464,1,"all"
"2013-14",1,16464,1,"all"
"certify",1,16464,1,"all"
"competence",1,16464,1,"all"
"disregarded",1,16464,1,"all"
"system-wide",1,16464,1,"all"
"patriot",1,16464,1,"all"
"less-than-necessary",1,16464,1,"all"
"heady",1,16464,1,"all"
"seldom-used",1,16464,1,"all"
"seasonings",1,16464,1,"all"
"recesses",1,16464,1,"all"
"hesitation",1,16464,1,"all"
"immoral",1,16464,1,"all"
"doe’s",1,16464,1,"all"
"shael",1,16464,1,"all"
"polakow-suransky",1,16464,1,"all"
"flat-leaf",1,16464,1,"all"
"calvert",1,16464,1,"all"
"boldly",1,16464,1,"all"
"alton",1,16464,1,"all"
"harley-davidson",1,16464,1,"all"
"strengthening",1,16464,1,"all"
"astounding",1,16464,1,"all"
"tsa's",1,16464,1,"all"
"well-read",1,16464,1,"all"
"hostess",1,16464,1,"all"
"tang-colored",1,16464,1,"all"
"umbrella",1,16464,1,"all"
"scraggly",1,16464,1,"all"
"pruning",1,16464,1,"all"
"here-and-there",1,16464,1,"all"
"38-33",1,16464,1,"all"
"swished",1,16464,1,"all"
"giacona",1,16464,1,"all"
"collided",1,16464,1,"all"
"mustang",1,16464,1,"all"
"20-year-old",1,16464,1,"all"
"pennywell",1,16464,1,"all"
"redo",1,16464,1,"all"
"nissan's",1,16464,1,"all"
"smyrna",1,16464,1,"all"
"leafs",1,16464,1,"all"
"heinritz",1,16464,1,"all"
"lower-middle-class",1,16464,1,"all"
"jordans",1,16464,1,"all"
"knockout",1,16464,1,"all"
"dazzles",1,16464,1,"all"
"flustered",1,16464,1,"all"
"purposeful",1,16464,1,"all"
"winfrey",1,16464,1,"all"
"misappropriating",1,16464,1,"all"
"stoneykirk",1,16464,1,"all"
"reinstate",1,16464,1,"all"
"clevelanders",1,16464,1,"all"
"rust",1,16464,1,"all"
"recurrence",1,16464,1,"all"
"boxer’s",1,16464,1,"all"
"aginst",1,16464,1,"all"
"senseman",1,16464,1,"all"
"800-mile-long",1,16464,1,"all"
"government-funded",1,16464,1,"all"
"favoring",1,16464,1,"all"
"ballooning",1,16464,1,"all"
"stagnate",1,16464,1,"all"
"hollingsworth",1,16464,1,"all"
"sous",1,16464,1,"all"
"busers",1,16464,1,"all"
"plating",1,16464,1,"all"
"inspecting",1,16464,1,"all"
"commis",1,16464,1,"all"
"apprentices",1,16464,1,"all"
"glinting",1,16464,1,"all"
"devan",1,16464,1,"all"
"dubnyk",1,16464,1,"all"
"hubert",1,16464,1,"all"
"unanimity",1,16464,1,"all"
"groupthink",1,16464,1,"all"
"backgrounds",1,16464,1,"all"
"concussion-related",1,16464,1,"all"
"franzen",1,16464,1,"all"
"orecchiette",1,16464,1,"all"
"undogmatic",1,16464,1,"all"
"dalai",1,16464,1,"all"
"76-year-old",1,16464,1,"all"
"narrow-minded",1,16464,1,"all"
"adherence",1,16464,1,"all"
"terminates",1,16464,1,"all"
"shaab",1,16464,1,"all"
"houriya",1,16464,1,"all"
"faour",1,16464,1,"all"
"goldbeck",1,16464,1,"all"
"prana",1,16464,1,"all"
"mezzanine",1,16464,1,"all"
"ybor",1,16464,1,"all"
"prana's",1,16464,1,"all"
"chilled-out",1,16464,1,"all"
"aquarium",1,16464,1,"all"
"soundsystem",1,16464,1,"all"
"wide-open",1,16464,1,"all"
"elevated",1,16464,1,"all"
"cassie",1,16464,1,"all"
"kristin",1,16464,1,"all"
"borkenhagen",1,16464,1,"all"
"mello",1,16464,1,"all"
"rathmann",1,16464,1,"all"
"pimps",1,16464,1,"all"
"prancing",1,16464,1,"all"
"rathmann's",1,16464,1,"all"
"theatrical",1,16464,1,"all"
"firepower",1,16464,1,"all"
"niro",1,16464,1,"all"
"jovi",1,16464,1,"all"
"intersecting",1,16464,1,"all"
"cappella",1,16464,1,"all"
"roy-led",1,16464,1,"all"
"8-seed",1,16464,1,"all"
"airplanes",1,16464,1,"all"
"restitution",1,16464,1,"all"
"wolfe",1,16464,1,"all"
"breisacher’s",1,16464,1,"all"
"candor",1,16464,1,"all"
"skeena",1,16464,1,"all"
"harald",1,16464,1,"all"
"kossler",1,16464,1,"all"
"2-ounce",1,16464,1,"all"
"donohoe",1,16464,1,"all"
"high-fat",1,16464,1,"all"
"browned",1,16464,1,"all"
"lower-fat",1,16464,1,"all"
"juicier",1,16464,1,"all"
"hillshire",1,16464,1,"all"
"plumps",1,16464,1,"all"
"fajita-flavored",1,16464,1,"all"
"organisers",1,16464,1,"all"
"tillotson",1,16464,1,"all"
"beneficiary",1,16464,1,"all"
"aza",1,16464,1,"all"
"aza's",1,16464,1,"all"
"podsednik",1,16464,1,"all"
"sobbing",1,16464,1,"all"
"pnc",1,16464,1,"all"
"80-49",1,16464,1,"all"
"authored",1,16464,1,"all"
"maryland's",1,16464,1,"all"
"decidedly",1,16464,1,"all"
"undistinguished",1,16464,1,"all"
"unimpeded",1,16464,1,"all"
"populist",1,16464,1,"all"
"heidi's",1,16464,1,"all"
"seal's",1,16464,1,"all"
"electromagnetic",1,16464,1,"all"
"trenches",1,16464,1,"all"
"deumling",1,16464,1,"all"
"juggles",1,16464,1,"all"
"high-pressure",1,16464,1,"all"
"best-suited",1,16464,1,"all"
"detecting",1,16464,1,"all"
"welds",1,16464,1,"all"
"mistrial",1,16464,1,"all"
"bge",1,16464,1,"all"
"high-tech",1,16464,1,"all"
"scudding",1,16464,1,"all"
"calwell",1,16464,1,"all"
"maricopa",1,16464,1,"all"
"arpaio's",1,16464,1,"all"
"telemarketing",1,16464,1,"all"
"vietnow",1,16464,1,"all"
"appliance",1,16464,1,"all"
"bakersfield",1,16464,1,"all"
"coots",1,16464,1,"all"
"annin",1,16464,1,"all"
"744-1796",1,16464,1,"all"
"rangan",1,16464,1,"all"
"sanitizer",1,16464,1,"all"
"distillation",1,16464,1,"all"
"molalla",1,16464,1,"all"
"superfund",1,16464,1,"all"
"attenuation",1,16464,1,"all"
"remediation",1,16464,1,"all"
"appointing",1,16464,1,"all"
"jurists",1,16464,1,"all"
"reflective",1,16464,1,"all"
"pre-existing",1,16464,1,"all"
"dover",1,16464,1,"all"
"majorities",1,16464,1,"all"
"sparingly",1,16464,1,"all"
"purchaser",1,16464,1,"all"
"earth-friendly",1,16464,1,"all"
"midsize",1,16464,1,"all"
"ving",1,16464,1,"all"
"rhames",1,16464,1,"all"
"molina",1,16464,1,"all"
"bamber",1,16464,1,"all"
"galactica",1,16464,1,"all"
"finnigan",1,16464,1,"all"
"irwin",1,16464,1,"all"
"csi",1,16464,1,"all"
"keong",1,16464,1,"all"
"sarayu",1,16464,1,"all"
"lambs",1,16464,1,"all"
"southland",1,16464,1,"all"
"vendome",1,16464,1,"all"
"shuttles",1,16464,1,"all"
"re-release",1,16464,1,"all"
"timed",1,16464,1,"all"
"100th",1,16464,1,"all"
"rms",1,16464,1,"all"
"southampton",1,16464,1,"all"
"yarbrough",1,16464,1,"all"
"affirm",1,16464,1,"all"
"tropics",1,16464,1,"all"
"krentcil",1,16464,1,"all"
"12-minute",1,16464,1,"all"
"hernia",1,16464,1,"all"
"bim",1,16464,1,"all"
"ogunyemi",1,16464,1,"all"
"u-23",1,16464,1,"all"
"streamed",1,16464,1,"all"
"arch-conservative",1,16464,1,"all"
"101st",1,16464,1,"all"
"netted",1,16464,1,"all"
"seize",1,16464,1,"all"
"53-46",1,16464,1,"all"
"chut",1,16464,1,"all"
"wutty",1,16464,1,"all"
"rampant",1,16464,1,"all"
"suppressed",1,16464,1,"all"
"chaoyang",1,16464,1,"all"
"jinping",1,16464,1,"all"
"salt-of-the-earth",1,16464,1,"all"
"laobaixing",1,16464,1,"all"
"germs",1,16464,1,"all"
"mckeon",1,16464,1,"all"
"eric's",1,16464,1,"all"
"woodson",1,16464,1,"all"
"long-respected",1,16464,1,"all"
"abbot",1,16464,1,"all"
"whimsy",1,16464,1,"all"
"whimsy’s",1,16464,1,"all"
"shortstop",1,16464,1,"all"
"39-year-old",1,16464,1,"all"
"landers",1,16464,1,"all"
"mccrary",1,16464,1,"all"
"lannette",1,16464,1,"all"
"twitterization",1,16464,1,"all"
"bested",1,16464,1,"all"
"talaugon",1,16464,1,"all"
"borello",1,16464,1,"all"
"bojorquez",1,16464,1,"all"
"quevedo",1,16464,1,"all"
"hampered",1,16464,1,"all"
"hofmann",1,16464,1,"all"
"defer",1,16464,1,"all"
"cooperated",1,16464,1,"all"
"ø'together",1,16464,1,"all"
"cleveland-area",1,16464,1,"all"
"stationed",1,16464,1,"all"
"eberling",1,16464,1,"all"
"rutherford",1,16464,1,"all"
"cra",1,16464,1,"all"
"dyer",1,16464,1,"all"
"duii",1,16464,1,"all"
"faa",1,16464,1,"all"
"cohesively",1,16464,1,"all"
"yockey",1,16464,1,"all"
"bisecting",1,16464,1,"all"
"holthaus",1,16464,1,"all"
"r-maricopa",1,16464,1,"all"
"mamoru",1,16464,1,"all"
"katou",1,16464,1,"all"
"tokai",1,16464,1,"all"
"reorganizing",1,16464,1,"all"
"bocadillos",1,16464,1,"all"
"coriander",1,16464,1,"all"
"moors",1,16464,1,"all"
"petzold",1,16464,1,"all"
"grinds",1,16464,1,"all"
"schottenheimer",1,16464,1,"all"
"schoolteacher",1,16464,1,"all"
"debra",1,16464,1,"all"
"swanson",1,16464,1,"all"
"lakeside",1,16464,1,"all"
"d'alene",1,16464,1,"all"
"skiff",1,16464,1,"all"
